label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28
0,4190068,22,11,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3875000,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5218331,62,15,1,0,0,8,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,4652195,65,14,1,0,1,11,27,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,5248166,174,22,0,0,0,789,1974,0,0,0,0,0,0,0,0,0,0,0,0,699,2,28,0,0,0,0,0
0,5019943,134,14,1,0,0,154,640,0,0,0,70,0,0,0,0,0,1,0,0,56,1,53,0,0,0,0,0
0,4598401,30,8,2,0,0,13,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,5104846,77,20,2,0,0,79,105,33,0,0,5,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0
0,4609938,19,9,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4786055,51,12,1,0,0,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4781083,34,9,1,0,0,6,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,5203252,96,25,2,0,0,80,157,18,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,4595346,57,13,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4752246,70,13,3,0,0,4,28,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4088779,23,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3572469,8,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4114661,28,14,0,0,0,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3525987,8,8,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4785043,87,43,1,0,0,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3882045,22,8,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4399276,21,15,1,0,0,13,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4613071,91,19,1,0,0,54,259,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
0,5373455,68,31,1,0,0,33,119,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4360206,84,18,1,0,0,56,183,2,0,0,8,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
0,4898856,58,16,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,4672595,71,66,0,0,0,49,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
0,3721611,15,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4716514,107,31,1,0,0,10,65,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3861095,15,5,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4935521,51,11,0,0,0,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3199698,12,2,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5007112,68,28,0,0,0,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
0,4607798,42,13,0,0,0,6,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
0,4704284,29,11,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4201139,51,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,4012188,28,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4624345,42,12,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4628921,24,11,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4530454,47,30,0,0,0,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4279591,209,12,1,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,5027223,317,16,0,0,0,38,419,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,4517397,89,23,1,1,0,155,296,0,0,0,4,10,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0
0,4025919,46,28,0,0,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3311163,64,64,0,0,0,785,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4607989,36,14,0,0,0,38,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4907457,63,17,0,0,0,47,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3606936,22,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3955883,192,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4194812,43,22,0,0,0,85,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,4363952,113,17,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,4675744,29,11,0,0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5000569,43,28,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4514624,51,14,2,0,0,4,14,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3679229,32,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4565986,20,17,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4488749,20,7,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5030619,42,18,1,0,0,6,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4802402,32,16,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4769766,99,32,2,0,0,30,87,0,0,0,2,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0
0,4703837,280,53,4,0,0,138,1190,0,0,0,58,0,0,0,0,0,1,0,0,0,1,47,0,0,0,0,0
0,4175894,41,8,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4819018,70,15,0,0,0,63,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3887154,65,28,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4199713,53,12,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4704160,91,20,0,0,0,35,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4748460,126,17,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3795580,47,11,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4681181,33,20,0,0,0,119,378,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
0,4295817,63,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,4040010,54,25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3847532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4464759,69,23,1,0,1,82,251,0,0,0,12,0,1,0,0,0,1,0,0,0,1,24,0,0,0,0,0
0,4949807,64,15,1,0,0,3,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5150174,74,33,2,0,0,13,33,0,0,0,6,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,4064354,42,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4967465,99,18,1,0,0,37,80,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,4258694,39,11,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5193043,56,27,1,0,0,6,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5034197,67,19,1,0,0,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3353885,8,8,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4711330,68,17,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4746117,60,24,0,0,0,17,72,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0
0,5300564,125,14,2,0,1,1,22,0,0,0,2,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0
0,4521013,53,12,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4803655,67,33,1,0,0,18,54,0,0,0,2,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0
0,4448934,19,14,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3653756,20,10,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5047540,153,32,1,0,0,49,195,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0
0,3828022,54,8,8,0,0,18,60,0,0,0,152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4574591,28,9,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4542775,75,15,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,5380213,62,21,0,0,0,5,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,3515890,10,6,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4175735,15,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3506890,14,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4700731,345,27,1,0,0,39,232,1,0,0,5,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0
0,4285830,14,14,0,0,0,127,112,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0
0,4234157,382,18,29,0,0,19999,129016,0,0,0,579971,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0
0,4715614,97,7,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4901278,150,22,0,0,0,923,4162,1,0,0,0,0,0,0,0,0,0,0,0,328,4,79,0,0,0,0,0
0,4997039,45,32,1,0,0,7,9,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,4828411,71,22,1,0,0,18,53,0,0,0,5,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0
0,3984183,14,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4512454,16,15,0,0,0,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4911861,43,16,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4661591,73,29,0,0,0,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4392904,36,11,0,0,0,66,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4613873,26,22,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4427358,21,16,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4343658,19,13,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4070681,62,36,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5091281,85,36,0,0,0,8,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,5832778,145,22,2,2,0,399,272,253,0,0,5,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,3997670,14,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4430782,99,18,1,1,0,81,321,2,0,0,1,3,0,0,0,0,0,0,0,0,2,35,0,0,0,0,0
0,4127986,19,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4775426,67,23,0,0,0,25,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
0,4897090,28,11,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4399687,76,39,0,0,0,1161,3986,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0
0,4504677,35,27,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4579352,23,21,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4064882,420,36,0,0,0,11,288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,4464079,77,22,2,0,1,229,727,10,0,0,17,0,4,0,0,0,0,0,0,0,4,65,0,0,0,0,0
0,3693149,20,10,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4797199,68,18,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
0,3461320,18,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3472906,82,11,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,4221191,20,8,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4611516,59,20,1,0,0,14,53,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,5165908,64,19,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3587730,80,80,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4514882,304,34,2,0,0,13,319,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,4848036,34,11,0,0,0,64,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3684183,19,9,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4601155,43,19,0,0,0,33,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,5200078,29,11,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5114569,38,17,0,0,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4457570,20,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4476064,20,8,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5325724,109,21,1,0,0,7,16,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4719518,63,17,1,1,0,270,645,0,0,0,9,1,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0
0,4701034,45,36,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,4908087,71,13,0,0,0,51,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
0,4428167,52,25,2,0,0,0,81,0,0,0,59,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,4774341,56,19,0,0,0,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,5039160,25,12,0,0,0,77,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4680331,42,11,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5161092,37,11,1,0,0,27,35,13,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,2404518,75,8,0,0,0,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2750000,352,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4581357,48,13,1,0,0,20,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,4521032,54,12,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2836591,9,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4981299,1645,20,16,0,0,6,949,0,0,0,28,0,0,0,0,0,7,0,0,0,3,56,0,0,0,0,0
0,4415811,76,29,1,0,0,162,515,10,0,0,6,0,0,0,0,0,3,0,0,0,4,48,0,0,0,0,0
0,5067266,81,14,1,0,0,22,68,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
0,3632048,32,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4518798,76,20,0,0,0,54,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
0,4323369,38,16,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4957439,51,14,1,0,0,7,24,0,0,0,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0
0,4718168,34,18,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3636842,24,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5097095,131,38,0,0,0,24,201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
0,5155496,57,20,0,0,0,2436,6629,0,0,0,0,0,0,49,0,49,0,0,0,0,2,9,0,0,0,0,0
0,5116269,164,41,0,0,0,61,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3892407,19,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4007048,14,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4905217,68,27,1,0,0,8,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3465400,28,6,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4192460,617,36,0,0,0,10,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4553233,32,17,2,0,0,12,27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5114488,81,62,2,2,0,160,374,28,0,0,33,34,0,0,0,0,2,0,0,0,10,7,0,0,0,0,0
0,4703871,54,9,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3731523,22,11,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4095795,22,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4693956,39,15,0,0,0,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,4668541,38,12,0,0,0,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3949790,15,5,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4128198,17,7,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4861276,46,21,0,0,0,233,490,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,5001028,247,21,1,0,0,51,231,0,0,0,45,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0
0,3738608,32,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4964913,347,59,0,0,0,167,1971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,4760055,54,16,0,0,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4354366,37,13,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3866729,32,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4157214,13,8,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5027840,79,23,2,0,0,69,91,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,3928478,6,6,0,0,0,256,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4086790,14,10,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3374591,983,18,1,0,0,29,1709,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3771437,29,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3676282,8,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4197527,10,10,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4795319,58,20,1,0,0,12,33,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4412129,56,21,0,0,0,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,3877882,54,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4761650,158,15,1,0,0,81,546,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4745722,70,16,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4040315,51,18,0,0,0,22,121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,4999522,102,92,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4292534,15,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4301508,43,10,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5273175,767,30,2,0,0,371,846,0,0,0,217,0,0,0,0,0,0,0,0,11,2,31,0,0,0,0,0
0,5408011,87,43,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4403827,14,14,0,0,0,4911,4935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3895996,15,8,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5240330,286,17,0,0,1,11,172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5139365,112,12,1,0,0,26,71,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,4055268,60,26,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3945309,43,19,0,0,0,60,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,5882690,106,11,2,0,0,38,127,0,0,0,70,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0
0,3976143,47,12,0,0,0,1702,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4110245,37,10,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3490601,24,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4447308,33,17,0,0,0,527,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4624986,30,17,0,0,0,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4126389,1225,53,0,0,0,35,964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,4516045,55,14,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1709677,1,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4941552,36,11,0,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,4073427,8,8,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5106952,31,15,0,0,0,95,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,4747591,22,16,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4750150,73,14,7,1,0,2,19,0,0,0,8,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1709677,1,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4920948,81,17,0,0,0,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0,4539243,56,14,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4053660,25,11,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3221928,10,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4726536,27,18,0,0,0,444,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
