label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28
1,3525992,2057,13,195,1,0,15,371,3,0,0,11441,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4757345,85,6,0,0,0,13,232,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0
1,4953251,1698,142,10,0,1,0,62,0,0,0,12,0,1,1,0,1,0,0,0,0,6,0,0,0,0,0,0
1,2301257,4662,71,9,0,0,0,299,1,0,0,14,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,3205745,276504,275947,2,2,0,135193,117,2,0,0,18,12,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,5211661,2405,99,8,0,0,0,325,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1,4970378,1899,140,11,0,0,0,186,0,0,0,13,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1,4633253,69,7,0,0,0,4,47,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,5555972,1966,936,6,0,0,0,159,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4455872,1161,78,5,0,0,0,129,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5029936,808,5,4,0,0,0,94,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4613958,88,6,0,0,0,4,50,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4325599,5788,45,43,0,0,0,680,1,0,0,45,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0
1,4668553,96628,8,3556,0,1,0,10670,0,0,0,3556,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5850890,635739,7,1,0,1,1403,28549,1397,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,5585202,1966,936,6,0,0,0,141,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5027305,3431,5,32,0,0,0,494,1,0,0,44,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0
1,5027719,542,5,2,0,0,0,66,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5668179,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,5581910,1966,936,6,0,0,0,136,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5671542,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,4504121,3102,59,13,0,0,0,1261,0,0,0,48,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1,3415130,237848,112980,4,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4994794,1899,126,11,0,0,0,204,1,0,0,11,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
1,4519202,68,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5005249,2080,32,23,0,0,0,220,1,0,0,23,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1,3316817,245704,116850,4,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5000223,405,5,4,0,0,0,87,1,0,0,7,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,4646623,69,7,0,0,0,13,146,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,2290713,12017,64,20,0,0,0,1482,1,0,0,61,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0
1,5671438,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,3457766,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5662663,180,51,2,0,0,16,100,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5035742,2355,134,15,0,1,0,608,1,0,0,40,0,1,0,0,0,0,0,0,0,9,4,0,0,0,0,0
1,4706670,98,8,0,0,0,15,222,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0
1,5664243,180,51,2,0,0,16,99,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2830024,50668,13,1,0,0,6,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5562768,1982,952,6,0,0,0,171,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4963515,12446,24,22,0,0,4,1127,0,0,0,53,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,4932838,242,19,7,1,0,270,176,205,0,0,51,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,4397169,729,66,4,0,0,0,72,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3589061,144079,16,0,0,0,7,13784,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3343547,4647,35,34,0,2,0,602,1,0,0,86,0,3,5,0,5,3,0,0,0,3,8,0,0,0,0,0
1,4964431,1768,128,10,0,1,0,60,0,0,0,12,0,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0
1,4273855,2624,4,10,0,0,0,310,1,0,0,10,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,5670933,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,5037072,2145,138,9,0,0,0,283,0,0,0,11,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0
1,5216410,2401,99,8,0,0,0,336,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,5670834,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,2288552,6616,69,9,0,0,0,1582,1,0,0,61,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0
1,4657733,8985,339,17,1,0,5,349,0,0,0,25,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4420909,93,19,2,1,0,562,28,556,0,0,4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,6055479,1605,515,6,0,0,0,74,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,5089767,4882,187,9,0,0,0,409,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,6118275,3824,24,4,1,1,0,368,0,0,0,29,1,1,0,0,0,0,0,0,0,3,15,0,0,0,0,0
1,5013011,1088,5,14,0,0,0,111,1,0,0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5022630,1569,34,11,0,0,0,392,1,0,0,32,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
1,5637925,43756,3867,1,1,0,57,216,0,0,0,11,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0
1,3209032,276504,275947,2,2,0,135193,117,2,0,0,18,12,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,4492779,6208,126,7,0,0,10,273,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4525516,67,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,3847109,16180,217,2,1,0,0,59,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,3238128,71403,60,1,0,0,60,165,0,0,0,12,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0
1,4746200,6171,154,7,0,0,10,272,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3537890,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4660260,128,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3205564,276504,275947,2,2,0,135193,117,2,0,0,18,12,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,4628754,67,7,0,0,0,4,47,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,2303324,7805,58,12,0,0,0,896,1,0,0,33,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0
1,5223382,2417,99,8,0,0,0,342,0,0,0,17,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
1,5029767,1354,120,7,0,0,0,271,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
1,4693661,9492,348,12,1,0,6,368,0,0,0,23,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5032787,1500,5,12,0,0,0,161,1,0,0,12,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1,4674835,129,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2297759,752,88,1,0,0,0,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4536954,71389,29,1,2,0,358,101,309,0,0,13,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1,4642162,127,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2310942,13858,79,27,0,0,0,639,1,0,0,27,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,5029449,1141,104,8,0,0,0,192,1,0,0,14,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1,4692145,86,11,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5652704,180,51,2,0,0,16,99,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4632295,110,9,0,0,0,15,222,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0
1,4142705,4985,197,11,0,0,6,2543,0,0,0,47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5183566,3995,2787,1,0,0,630,751,15,0,0,578,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
1,4519664,67,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5031148,109,4,1,0,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4564003,70,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5675857,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,3515253,237943,112980,4,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4524593,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4481279,2061,72,17,0,0,0,214,1,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5171650,2032,12,8,0,0,0,424,1,0,0,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5340671,100,17,4,2,0,80,435,0,0,0,171,10,0,1,0,1,23,0,0,0,47,0,0,0,0,0,0
1,4811295,6271,162,7,0,0,10,273,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4632942,75,15,0,0,0,1050,2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4630378,126,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2300743,22136,80,43,0,0,0,1028,1,0,0,43,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
1,5032286,1423,112,11,0,0,0,131,1,0,0,11,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,4852718,9225,346,17,1,0,5,372,0,0,0,25,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4175036,10395,167,11,0,0,6,760,0,0,0,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5675791,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,4150002,124,61,0,0,0,1016,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5034518,2406,128,11,0,0,0,264,0,0,0,11,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0
1,4582507,67,7,0,0,0,13,146,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,4601291,447,15,2,1,0,2027,255,1921,0,0,90,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,3374490,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5200293,176300,210,17,0,2,0,21596,0,0,0,34,0,2,1,0,1,0,0,0,0,5,5,0,0,0,0,0
1,5670631,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,5087048,73,10,0,0,0,4,26,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1,2297551,11093,50,21,0,0,0,2957,1,0,0,131,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0
1,5675961,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,5675678,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,5675672,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,2296207,18024,47,31,0,0,0,1194,1,0,0,51,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0
1,5663175,180,51,2,0,0,16,100,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4334648,124,61,0,0,0,1318,3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5016142,4671,34,46,0,0,0,631,1,0,0,57,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0
1,5171292,3009,124,8,0,0,0,352,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,5958820,369,40,0,1,0,17,402,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3378983,1933,56,13,0,1,0,371,1,0,0,49,0,2,2,0,2,0,0,0,0,5,4,0,0,0,0,0
1,4934398,1835,106,12,0,0,0,63,0,0,0,13,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0
1,5672516,180,51,2,0,0,16,96,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5033801,2677,5,21,0,0,0,277,1,0,0,21,0,0,1,0,1,0,0,0,0,7,3,0,0,0,0,0
1,5675783,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,3351491,1548,69,13,0,0,0,159,1,0,0,21,0,0,2,0,2,3,0,0,0,4,4,0,0,0,0,0
1,3438212,237939,112980,4,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4513395,68,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5224762,2417,99,8,0,0,0,330,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,5588597,1966,936,6,0,0,0,178,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4873599,184,9,0,0,0,13,183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4597393,205,15,0,0,0,23,370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,4555127,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4651691,86,11,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,3384271,56848,35,1,1,0,54,141,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3649625,41147,38,7,5,1,69,218,0,0,0,38,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4914311,71,7,0,0,0,11,169,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0
1,3501213,57119,62,2,2,1,67,165,1,0,0,19,16,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,4542376,70,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,3963542,2139,2118,2,0,1,3,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5185526,45,15,2,0,0,9,26,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,4608465,64,6,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4644656,129,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5279261,1821,74,39,0,0,0,176,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5090496,4884,187,9,0,0,0,409,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,6114027,3822,24,4,1,1,0,364,0,0,0,29,1,1,0,0,0,0,0,0,0,3,14,0,0,0,0,0
1,4648772,129,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4604488,67,7,0,0,0,13,146,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,5662816,180,51,2,0,0,16,97,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5577964,1966,936,6,0,0,0,161,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3570480,2372,8,197,0,0,0,2,0,0,0,197,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,4251684,719,27,2,1,0,1,63,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4779379,135,10,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4682891,119,5,0,0,0,13,194,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,4760881,87,7,0,0,0,14,186,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0
1,4626180,126,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5044298,1744,59,8,0,0,0,249,0,0,0,11,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
1,4696337,84,6,0,0,0,7,98,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,5588571,1966,936,6,0,0,0,153,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4646268,67,7,0,0,0,13,146,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,4331177,1946,146,0,0,2,0,94,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,3077563,247673,35,1,1,0,264,141,106,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3553945,150550,7,0,0,1,16,14268,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2654217,112343,20,1,0,1,26,51,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5612100,25366,25344,2,2,1,49,129,0,0,0,15,12,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,5590751,1942,912,6,0,0,0,167,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5147720,62,11,2,0,0,3,18,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5141683,63,11,2,0,0,4,18,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5019794,1842,34,16,0,0,0,198,1,0,0,18,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,5662268,180,53,2,0,0,16,96,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4135760,49716,31,1,1,1,322,87,268,0,0,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4662285,128,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4254454,66870,5564,2,0,0,9,273,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5091896,4886,181,9,0,0,0,409,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,5658351,180,51,2,0,0,16,97,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5585787,1966,936,6,0,0,0,160,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4665135,127,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3901305,2187,2166,2,0,1,3,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5563864,1966,936,6,0,0,0,171,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4369112,1459,34,14,0,0,0,109,1,0,0,14,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,5045443,4500,132,32,0,0,0,1063,0,0,0,76,0,0,1,0,1,0,0,0,0,11,12,0,0,0,0,0
1,3697254,55033,19,0,1,1,637,100667,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,2967992,516283,10,1,1,1,51,154,0,0,0,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4642162,127,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5648339,180,51,2,0,0,16,99,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3593738,31474,31438,1,2,0,23,21,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,4575383,97,7,0,0,0,29,302,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0
1,4422320,6948,8,5,0,0,0,603,0,0,0,7,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0
1,2985247,19560,12,0,1,0,0,4388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3878407,123670,123594,1,2,1,71,146,0,0,0,13,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5842400,404711,7,1,0,1,1403,18181,1397,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,5657436,180,64,2,0,0,16,96,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3968520,2139,2118,2,0,1,3,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,4596121,68,7,0,0,0,13,146,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,5013326,461,5,3,0,0,0,47,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5272054,1843,74,39,0,0,0,183,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5039763,1953,134,11,0,0,0,203,1,0,0,11,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
1,4328532,1292,17,0,0,1,2,70,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5024319,990,5,5,0,0,0,104,1,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
1,4667885,134078,8,4936,0,1,2,14808,0,0,0,4936,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5021135,2344,5,24,0,0,0,242,1,0,0,25,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
1,5229139,145,31,3,0,0,1836,384,1305,0,0,414,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,5017674,200,5,1,0,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2305394,20333,88,40,0,0,0,2873,1,0,0,107,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0
1,5340656,100,17,4,2,0,80,435,0,0,0,171,10,0,1,0,1,23,0,0,0,47,0,0,0,0,0,0
1,5029861,312,5,2,0,0,0,36,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5019034,190,4,1,0,0,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2828194,50683,7,1,0,1,5,11,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5011966,212,4,1,0,0,0,54,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5675645,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,5098088,4899,175,9,0,0,0,372,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,5026998,1815,128,9,0,0,0,238,0,0,0,12,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
1,4633351,127,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5022724,1871,138,11,0,0,0,248,0,0,0,12,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0
1,4430569,2079,80,6,0,0,0,217,1,0,0,6,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
1,4146527,4804,179,10,0,0,6,1839,0,0,0,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5009952,2238,126,13,0,0,0,248,0,0,0,13,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
1,4773758,6313,163,9,1,0,6,280,0,0,0,22,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4643192,125,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5219433,2441,99,8,0,0,0,346,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,2283758,9644,34,19,0,1,0,888,1,0,0,42,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,5029677,218,5,1,0,0,0,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4616973,64,6,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4340609,3565,37,17,0,0,0,1258,0,0,0,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1,5902439,341,81,2,0,0,9,51,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,5243426,66,9,0,0,0,15,170,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0
1,5007887,1628,114,9,0,0,0,225,0,0,0,11,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0
1,5032693,3581,341,10,1,0,19,829,0,0,0,28,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1,5261726,120,22,2,0,0,22,89,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
